# Sys  At_Num  P(GPa)  Lat_Const(Å)  Vol(Å^3)  Bond_L(A)  RWIGS(Å)  Energy(eV)  Enthalpy(eV)  E-fermi(eV)  C11(GPa)  C12(GPa)  C44(GPa)  B_Mod(GPa)  Young(GPa)  Shear(GPa)  Poisson  Val_e_tot  Val_e_s  Val_e_p  Val_e_d  Val_e_f  DelRho_AvgAtom  DelRho_Tetra  DelRho_Octa  Bader_Ch  Octa_ELF  Tetra_ELF  Avg_ELF
Ru    44,44       0.00      3.0524       28.44     2.643  1.402           -17.216887    -17.216887    12.1659     43.93    392.36    179.21      276.21     111.82      37.84   0.4775    28.00     2.00    12.00    14.00     0.00  -6.5196e+00  1.4076e+00  1.2187e+00  -0.00                 0.3139    0.3120    0.2883
Ru    44,44       5.00      3.0349       27.95     2.628  1.402           -17.208948    -16.336587    12.4729     54.11    415.61    189.50      295.11     122.30      41.40   0.4770    28.00     2.00    12.00    14.00     0.00  -6.4304e+00  1.4172e+00  1.2243e+00  0.00                  0.3154    0.3139    0.2895
Ru    44,44      10.00      3.0190       27.52     2.615  1.402           -17.188185    -15.470683    12.7572     64.87    438.96    202.54      314.27     137.84      46.71   0.4756    28.00     2.00    12.00    14.00     0.00  -6.3448e+00  1.4253e+00  1.2290e+00  0.00                  0.3167    0.3156    0.2906
Ru    44,44      15.00      3.0046       27.12     2.602  1.402           -17.157278    -14.617771    13.0205     73.18    460.42    213.24      331.34     148.97      50.50   0.4750    28.00     2.00    12.00    14.00     0.00  -6.2629e+00  1.4323e+00  1.2329e+00  0.00                  0.3179    0.3172    0.2915
Ru    44,44      20.00      2.9908       26.75     2.590  1.402           -17.115853    -13.776280    13.2788    100.04    481.77    224.36      354.53     171.68      58.27   0.4731    28.00     2.00    12.00    14.00     0.00  -6.1769e+00  1.4379e+00  1.2368e+00  0.00                  0.3187    0.3185    0.2924
Ru    44,44      50.00      2.9231       24.98     2.531  1.402           -16.736729     -8.942263    14.6049    165.75    600.84    285.77      455.81     248.23      84.45   0.4697    28.00     2.00    12.00    14.00     0.00  -5.7247e+00  1.4611e+00  1.2480e+00  0.00                  0.3230    0.3249    0.2967
Ru    44,44      75.00      2.8797       23.88     2.494  1.402           -16.311522     -5.132996    15.5169    214.26    691.79    330.80      532.61     302.44     102.98   0.4685    28.00     2.00    12.00    14.00     0.00  -5.3933e+00  1.4691e+00  1.2491e+00  0.00                  0.3250    0.3284    0.2994
Ru    44,44     100.00      2.8432       22.98     2.462  1.402           -15.824188     -1.478232    16.3207    240.31    777.50    366.99      598.44     331.34     112.76   0.4692    28.00     2.00    12.00    14.00     0.00  -5.0868e+00  1.4703e+00  1.2468e+00  0.00                  0.3261    0.3309    0.3015
Ru    44,44     125.00      2.8117       22.23     2.435  1.402           -15.293349      2.048381    17.0477    285.14    856.52    406.20      666.06     380.13     129.45   0.4683    28.00     2.00    12.00    14.00     0.00  -4.8011e+00  1.4667e+00  1.2424e+00  0.00                  0.3266    0.3326    0.3034
Ru    44,44     150.00      2.7840       21.58     2.411  1.402           -14.736958      5.465500    17.7113    333.69    937.81    448.91      736.44     435.81     148.52   0.4671    28.00     2.00    12.00    14.00     0.00  -4.5328e+00  1.4587e+00  1.2391e+00  0.00                  0.3269    0.3335    0.3049
